"품목코드","품목분류","모델명","정식품목","세부사양","메모","작성자","작성일자","수정일자","최근사용자"
"20040220100217","02.해석 제품",SOLIDWORKS Simulation,SOLIDWORKS Simulation Professional,"[Simulation Capability]
 - Linear Static Analysis
 - Thermal Analysis
 - Frequency Analysis
 - Buckling Analysis
 - Drop Test Analysis
 - Fatigue Analysis
 - Pressure Vessel Design Analysis
 - Design Study Analysis
 - Time / Event Based Motion Simulation
[Geometry]
 - Part, Assembly 시뮬레이션
 - Solid, Shell, Beam 및 Truss 모델
[결과 도구]
 - 변형된 형상을 SolidWorks 파트로 저장 
 - 모션 해석의 결과를 정적 해석 스터디에서 불러오기
 - 열전달 해석 스터디에서 정적 해석 스터디 온도 불러오기
[결과 공통]
 - HTML 및 DOC 보고서 형식
 - 시뮬레이션 결과의 eDrawings 게시
 - BMP, JPEG, VRML, XGL 또는 AVI 파일로 플롯 저장 
 - 시뮬레이션 라이브러리 파일/템플릿
 - 다른 FEA 시스템으로 내보내기","",shinil,2004-02-20 00:00:00.000,2015-02-13 00:00:00.000,jekim
"20040220100234","02.해석 제품",SOLIDWORKS Simulation,SOLIDWORKS Simulation Premium,"[Simulation Capability]
 - Linear Static Analysis
 - Thermal Analysis
 - Frequency Analysis
 - Buckling Analysis
 - Drop Test Analysis
 - Fatigue Analysis
 - Pressure Vessel Design Analysis
 - Design Study Analysis
 - Time / Event Based Motion Simulation
 - Modal Time Hiatory Analysis
 - Harmonic Analysis
 - Random Vibration Analysis
 _ Response Spectrum Analysis
 - Nonlinear Static Analysis
 - Nonlinear Dynamic Analysis
[Geometry]
 - Part, Assembly 시뮬레이션
 - Solid, Shell, Beam 및 Truss 모델
[결과 도구]
 - 변형된 형상을 SolidWorks 파트로 저장 
 - 모션 해석의 결과를 정적 해석 스터디에서 불러오기
 - 열전달 해석 스터디에서 정적 해석 스터디 온도 불러오기
 - PSD 출력을 이용한 동적 해석 스터디를 위한 응답 대 시간 또는 진동수 플롯 
[결과 공통]
 - HTML 및 DOC 보고서 형식
 - 시뮬레이션 결과의 eDrawings 게시
 - BMP, JPEG, VRML, XGL 또는 AVI 파일로 플롯 저장 
 - 시뮬레이션 라이브러리 파일/템플릿
 - 다른 FEA 시스템으로 내보내기","",shinil,2004-02-20 00:00:00.000,2016-03-16 00:00:00.000,jekim
"20040220100614","02.해석 제품",SOLIDWORKS Flow Simulation,SOLIDWORKS Flow Simulation,"[Analysis Capabilities]
 - Two and three dimensional analyses
 - Symmetry planes
 - Time-dependent flow
 - Subsonic, transonic, and supersonic regimes
 - Calculation of relative humidity in gas flows
 - Gas mixture, liquid mixture
 - Conjugate heat transfer
 - Cavitation
[Fluid and Solid Properties]
 - Incompressible and compressible liquid
 - Compressible gas
 - Real gases
 - Water vapor (steam)
 - Non-Newtonian liquids (to simulate blood, molten plastics)
[Results Tools]
 - Microsoft Word report format
 - Publish eDrawings® of flow simulation results
 - Save plots as BMP, JPEG, PNG, VRML, or AVI files
 - Save results in Excel
 - Export results (pressure, temperature, and convective coefficients) to SolidWorks Simulation","",shinil,2004-02-20 00:00:00.000,2015-02-12 00:00:00.000,admin
"20040220142542","00.Subscription Service",SOLIDWORKS Flow Simulation - Subscription Service,SOLIDWORKS Flow Simulation Subscription Service," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :",모듈 제외,shinil,2004-02-20 00:00:00.000,2018-11-30 00:00:00.000,intia
"20040220150539","00.Subscription Service",SOLIDWORKS Simulation Subscription Service,SOLIDWORKS Simulation Subscription Service," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",shinil,2004-02-20 00:00:00.000,2018-11-30 00:00:00.000,intia
"20040223170747","06.AutoCAD 관련",AutoCAD,AutoCAD," - 능률화된 표준 관리 및 데이터 교환 무결성
 - 향상된 팀 공동 작업
 - 간편한 통합 및 고급 라이센스 관리
 - 강력한 CAD 플랫폼
 * 협력적인 설계 환경
    - 향상된 웹으로 출판
    - i-drop™ 기술
    - eTransmit
    - DWG 파일을 읽기 전용 DWF 파일로 변환하는 ePlot
    - 향상된 속성 추출
    - 쉽게 최근에 사용한 파일 미리보기 및 열기
    - 팀 공동 작업을 위한 회의 시작
","",jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040223170954","06.AutoCAD 관련",AutoCAD LT,AutoCAD LT," - 기존 제품의 도면과 100% DWG 호환
 - 연관 치수 기입
 - 전환공간 연관 치수 기입
 - 블록 속성 편집기
 - 도면층 변환기
 - 문자 측정
","",jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040223172453","04.HW 관련",IBM - Z Pro,IBM - IBM IntelliStation Z Pro,"CPU : Xeon 3.06GHz (512KB / 533Mhz FSB/2 Way SMP Support)
Memory : 1GB ECC DDR SDRAM UDIMM
HDD : 36.4GB SCSI (10K RPM)
Graphic : nVidia Quadro4  Fx2000 (128MB)
Graphic : Wildcat 7110 (256MB)
ODD : CD-RW  Drive 
Dual Channel Ultra 320 SCSI Controller 
1 Gigabit Ethernet Adapter
6 Bays / 6 Slots  / 1394
4 USB 2.0 ( Rear 2 / Front 2)
Power : 425 Watt Power Supply
OS : 한글 Widows XP Professional Preload","",jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040223173916","04.HW 관련",IBM - Memory,IBM - 512MB Memory,"","",jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040223180141","04.HW 관련",모니터,"IBM - 19"" TFT LCD Monitor","","",jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040223182026","04.HW 관련",IBM - HDD,IBM - 73.4 GB SCSI HDD,"",AS,jmlee,2004-02-23 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040308161119","08.기타",I-Mold,I-Mold 1 Year Subscription Service,"교육 및 지원사항
 - 업그레이드 교육 (1seat당 1명 기준)
 - On-Line Support
 - 차기버젼 무상 Upgrade
","",admin,2004-03-08 00:00:00.000,2012-07-18 00:00:00.000,ckjung
"20040311201628","04.HW 관련","",INTEL - PIV 3.06Ghz," - INTEL PⅣ 3.06GHz CPU 
 - INTEL 865 M/B (ASUS-P4P800)
 - 1GB RAM (삼성 DDR-3200)
 - 120G HDD (W.D.-7200RPM)
 - FIRE GL T2 128M (ELSA) 
 - AC97 SOUND (내장)
 - 10/100MB LAN (내장)
 - 52 * 24 * 52 CDRW (LG)
 - OPTICAL WHEEL MOUSE (삼성)
 - 3.5"" FDD (삼성)
 - 106 KEY (삼성)
 - DEBUT ATX
 - 300W SPEAKER
","",jmlee,2004-03-11 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040311202400","04.HW 관련","","삼성 - 싱크마스터 19"" LCD (197T)","","",jmlee,2004-03-11 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040311202544","04.HW 관련","","IBM - 22"" Thankvision C220P","","",jmlee,2004-03-11 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040312134607","00.Subscription Service",SOLIDWORKS Simulation Subscription Service,SOLIDWORKS Simulation Premium Subscription Service," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",admin,2004-03-12 00:00:00.000,2021-01-21 00:00:00.000,jejung
"20040317093723","04.HW 관련",IBM - M Pro,IBM - IBM IntelliStation M Pro,"CPU : P4-3.0GHz (512KB / 800 FSB)
Memory : 512MB ECC DDR SDRAM UDIMM
HDD : 73.4GB SCSI (Ultra320 , 10K RPM)
Graphic : nVidia Quadro4 980XGL(128MB)
ODD : CD-RW  Drive 
Dual Channel Ultra 320 SCSI Controller 
1 Gigabit Ethernet Adapter
6 Bays / 6 Slots  / 1394
4 USB 2.0 ( Rear 2 / Front 2)
Power : 425 Watt Power Supply
OS : 한글 Widows XP Professional Preload
Include 3 year Maintanance","",shinil,2004-03-17 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040322130402","04.HW 관련",IBM - M Pro,IBM - IBM IntelliStation M Pro DeskTOP(6230IJK),"CPU : P4-3.2GHz (1M / 800FSB)
Memory : 1GB PC3200 DDR SDRAM 
HDD : 80GB (SATA 7,2k rpm)
Graphic : nVidia Quadro FX500 (128MB)
NIC: 10/100/1000 Ethernet controiier
ODD : DVD-Rom Drive
OS : 한글 Widows XP Professlonal
Include 3 year Maintanance
","본체 3969000
메모리 256추가  390,000
CD- COMBO  560,000",dwkang,2004-03-22 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040322174212","04.HW 관련","","IBM - 19"" Thankvision C190","","",shinil,2004-03-22 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040322181645","04.HW 관련",IBM - M Pro,IBM - IBM IntelliStation M Pro(623027K),"CPU : P4-2.8GHz (512KB / 800 FSB)
Memory : 512MB ECC DDR SDRAM UDIMM
HDD : 40GB (EIDE 7,200RPM)
Graphic : nVidia Quadro4 980XGL(128MB)
ODD : CD-RW  Drive 
1 Gigabit Ethernet Adapter
6 Bays / 6 Slots  / 1394
4 USB 2.0 ( Rear 2 / Front 2)
Power : 425 Watt Power Supply
OS : 한글 Widows XP Professional Preload
Include 3 year Maintanance","",shinil,2004-03-22 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040322181847","04.HW 관련",IBM - Z Pro,IBM - IBM IntelliStation Z Pro(6221i7K),"CPU : Xeon 3.06GHz (512KB / 533Mhz FSB/2 Way SMP Support)
Memory : 1GB ECC DDR SDRAM UDIMM
HDD : 36.4GB SCSI (10K RPM)
Graphic : nVidia Quadro4  Fx2000 (128MB)
ODD : CD-RW  Drive 
Dual Channel Ultra 320 SCSI Controller 
1 Gigabit Ethernet Adapter
6 Bays / 6 Slots  / 1394
4 USB 2.0 ( Rear 2 / Front 2)
Power : 425 Watt Power Supply
OS : 한글 Widows XP Professional Preload","",shinil,2004-03-22 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040325134348","04.HW 관련",INTEL - ThinkPad 268LK5,INTEL - ThinkPad 268LK5," - Intel Mobile P 4 2.4GHz-M	
 - 15"" TFT SXGA	
 - 1GB DDR SDRAM 	
 - 60GB HDD / DVD+CD-RW Combo	
 - 32MB Video Memory (ATI Mobility Radeon 7500)	
 - Lan : Combo + Wireless	
 - OS : Windows XP Professioanl / 가방 포함	
","",jmlee,2004-03-25 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040410110910","04.HW 관련","",IBM - IBM  Intellistation Mpro (621948K),"LGIBM  Intellistation Mpro
Intel Pentium4  3.06GHz
512KB L2 Cache Memory
512MB  ECC DDR SDRAM Memory
 - Graphic : nVidia Quadro4 980XGL(128MB)
 - 36.4GB Ultra320 10Krpm Hard Disk Drive
 - 48배속 CD-RW DRIVE 
 - Network : Integrated Ethernet 
 - Slots : 6 (5PCI, 1AGP)
 - 오디오 : 3D Stereo
 - USB 2.0, IEEE1394 지원
 - 3 Button Mouse, Keyboard 기본제공
 - OS : 한글 Windows XP Professional Preload
 - 3년간 무상 방문지원

","",jmlee,2004-04-10 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040607102009","04.HW 관련",삼성 - S750PT,삼성 - 모니터 SyncMaster 2100DF,"  -. 화면크기 21인치  
  -. 도트(픽셀)피치 0.26mm  
  -. 최대 해상도 1600×1200/76Hz  
  -. 모니터형태 CRT  
  -. 수평주파수 30~96KHz  
  -. 수직주파수 50~160Hz  
","",shinil,2004-06-07 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040702120025","08.기타","",MODView-Plus  V3.0 Package,"*.CATIA 2D/3D Direct Viewing
- 여러 개의 파일을 한번에 읽어서 Assembly 가능
- Dimension기능(홀중심, 거리, 각도, 반경… & 주석기능)
- 쉽고 강력한 Section기능 (1D/2D/3D, Plane , Axis)
- 문서에 활용 (원하는 부분만을 이미지/벡터 형식으로 복사)
- 스케일로 Printer/Plotter 출력 지원 
- 단면 및 3D 뷰를 2D로 투영하여 자동으로 카라인 생성
- CATIA Layer/Layer Filter/Set/Ditto의 특성 지원
- 3D의 외곽크기/단면길이/면적/무게등 자동 계산 
* File Import : CATIA 2D / CATIA 3D / HPGL2 /Image
*.File Export : JPG, BMP, EMF / HPGL,HPGL2 Export
*.2D Advanced 옵션 포함
.2D 그리기 기능(자동 카라인, Point, Line, Arc, text…)
.2D 수정 기능(Trim, Extend, Offset, Scale,move…)
","",jmlee,2004-07-02 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040702120201","08.기타","","3D Advanced Option","3D 그리기 & 수정기능(Setup기능)
.다양한 3D 변환기능(이동/복사/미러) 및 면 옵셋기능 / Wire 추출 기능 제공)
","",jmlee,2004-07-02 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20040702120243","08.기타","","2D DWG Export Option","- CATIA 2D Data & 2D로 투영한 형상뷰를 DWG로 저장
- 단면를 자동으로 카라인 작성하여 DWG파일로 일괄 저장
","",jmlee,2004-07-02 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20041109150250","01.SolidWorks 관련",SOLIDWORKS Subscription Service,SOLIDWORKS Standard Subscription Service & penalty," - 홈페이지 ID 발급/ 기술자료 지원
 - 방문 지원
 - On-Line Support
 - 차기 버전 무상 Upgrade
 - 업그레이드 교육 (1seat당 1명 기준)
 - 본사 라이브러리 및 기술자료 다운로드
 - 유지보수계약 중단에따른 추가 비용 
 - 계약기간 2005.00.00 ~ 2006.00.00","",admin,2004-11-09 00:00:00.000,2019-08-19 00:00:00.000,ckjung
"20041126114953","02.해석 제품",CW Adv+AdvDyn+Utlity/MA(Network),CW Adv+Utlity/Motion/MA(Network) 옵션포함," - CosmosWorks Adv.Prof
 - CosmosMotion
 - Optomization","",admin,2004-11-26 00:00:00.000,2015-02-05 00:00:00.000,admin
"20041231093411","04.HW 관련","",IBM - IBM  Intellistation M Pro(6225) / EM64T /1 Way," - Intel Pentium4 3.2GHz(800MHz FSB) Processor / 1MB L2
 - 1GB PC3200 ECC DDR2 SDRAM Memory
 - Graphic : ATI FireGL V3100 (128MB Video Memory)
 - Single Channel U320 SCSI controller
 - 73.4GB SCSI HDD U320
 - Intel 925X Chipset
 - 8X DVD-RW / None Diskette  (No FDD)
 - One Gigabit 10/100/1000 Ethernet Controller(BCM5721)
 - AC-97 Audio, ADI1981B via ICH6r, internal speaker
 - IEEE1394 & USB 2.0 Support
 - Slots : 4 Slot( 1* PCI-E x1, 1* PCI-E x16, 2* 32bit PCI)
 - Bays : 5 Bay( 2*5.25"", 3*3.5"" )
 - Ports : Front - 2*USB(2.0), audio in out, mic in / 4-pin 1394
             Rear - 6*USB(2.0), 2*9pin Serial, Parallel, Ethernet, audio, 6-pin 1394
 - 400W auto sensing Power Supply/Two variable speed fans
 - IBM 104 keyboard, IBM three button mouse
 - OS : 한글 Windows XP Professional Preload
 - 3년간 무상 방문지원","",jmlee,2004-12-31 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050113154859","04.HW 관련",IBM - 884121K(TOWER),IBM - IBM SERVER 884121K,"IBM  SERVER
 x236, 3.2GHz 800MHz, EM64T, 1GB, U320, Open
 CPU : Xeon 3.2GHz / 1M  L2 CACHE / 800MHz FSB
 2Way SMP 지원, Hyper-Threading, EM64T
 Memory : 1GB DDR-2 SDRAM / Max.16GB
 Dual Channel Ultra 320 SCSI 컨트롤러 
 Six Hot Swap Disk Bay(Max. 9Bays/Three Bays Option)
 3.5"" FDD 1개, 48-20X CD-ROM Drive
 6 PCI ( 2x PCI-Express, 3x 64bit, 1x 32bit )  SLOT
 ATI RAGE  Graphics Adapter
 Dual 10/100/1000 Gigabit/ Broadcom BCM 5721 / On Planar
 1 X 670W Power Supply(Max. Two Power)
 보증기간 : 년","",admin,2005-01-13 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050113160613","04.HW 관련",IBM - Memory,IBM - 1GB Memory,"","",admin,2005-01-13 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050113160811","04.HW 관련",IBM - 63324HN,IBM - IBM 평면 17인,"  -. 화면크기 17인치  
  -. 도트(픽셀)피치 0.26mm  
  -. 최대 해상도 1024×768/76Hz  
  -. 모니터형태 CRT  
  -. 수평주파수 30~96KHz  
  -. 수직주파수 50~160Hz  
","",admin,2005-01-13 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050113165116","04.HW 관련",IBM - 884121K(TOWER),IBM - eServer xSeries 225,"eServer xSeries 225 / Xeon 3.0GHz / 1GB DDR/  U320
프로세서Intel® Xeon™ 3.0GHz / 533MHz FSB 
프로세서수1개 /캐시 메모 512KB L2
1GB ECC(PC 2100 DDR SDRAM) / 최대16GB까지 확장
확장슬롯 4PCI-64Bit 100Mhz,  1 PCI-32Bit 33Mhz
디스크 베이 9개  / 73GB U320 SCSI HDD(10Krpm)
CD-ROM48x-20x
내장 디스크 용량최대 876GB
디스크 컨트롤러Ultra320SCSI,  RAID-1 지원
네트워크통합 10/100/1000 Ethernet
시스템 관리IBM Director 포함.
전원 공급 장치530W
폼팩터/높이타워형 / 4U
보증기간 : 3년","",admin,2005-01-13 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050203104721","04.HW 관련",IBM - Z Pro,IBM - IBM IntelliStation Z Pro(6221),"IBM  Intellistation Zpro / 2-Way SMP Support / EM64T
Intel Xeon  3.06GHz, 533FSB, L2 Cache : 512KB 	
2GB(2*1GB) PC2100 ECC DDR SDRAM/Max. 16GB	
HDD : U320 36.4GB x 2 (10Krpm) SCSI HDD	
Graphic : nVidia Quadro FX 2000(128MB)	
CD-ROM Drive	
Network : Integrated Gigabit Ethernet 	
USB 2.0, IEEE 1394  인터페이스포트	
Slots : 7 ( 5PCI, 1AGP, 1Mini PCI Type III)	
오디오 : 3D Stereo, Speaker 내장	
3 Button Mouse, Keyboard 기본제공	
OS : 한글 Windows XP Professional Preload	
","",shinil,2005-02-03 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"20050203105338","04.HW 관련",IBM - 8648I1K,IBM - eServer xSeries 226,"eServer xSeries 226 / Xeon 3.0GHz EM64T/ 512MB DDR2/ U320 73GB / Fixed PSU	
Intel® Xeon™ 3.0GHz Processor / 800MHz FSB / 2-Way Support	
1MB L2 Cache	
512MB PC2-3200 ECC DDR2-SDRAM  Non Chip Kill Memory 	
Non Chip Kill  사용시 최대 3GB	
Solts : 1 * PCI-E 16x(3.3v)	
          2 * 32bit/33MHz PCI(5v)	
          1 * 64bit/133MHz PCI-X(3.3v), 2 * 64bit/100MHz PCI-X	
6 * Hot-swap Disk Bays	
48X-20X CD-ROM Drive	
Dual Channel U320 SCSI Controller	
73GB U320 SCSI Hard Disk Drive	
네트워크통합 10/100/1000 Ethernet	
530W Power Supply	
	
1GB(2*512MB) PC2-3200 DDR2 SDRAM non-chipkill	
146GB 10K U320 SCSI HS	
ServeRAID 6i + Controller, Cache 128M, U320	
17"" 일반 평면 모니터 (1024*768)	
x226 A/S ,3년 근무시간 서비스, 익일 응답	
","",shinil,2005-02-03 00:00:00.000,2007-09-03 00:00:00.000,jhkim
